Prod,InqOrProj,ProjType,Type,Ind,IndSub,Replacement,NetValue,Date,LeadTime,CustNum,Outcome
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,18993,12/11/2014,11,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,23474,9/17/2014,14,701,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,14637,4/17/2015,6,67,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,78978,3/7/2014,18,306,Lost
Brown Bear,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,Yes,71262,3/14/2015,22,12,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,6736,7/9/2014,7,454,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,80752,10/2/2014,18,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,105299,3/24/2014,20,452,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,79894,10/3/2014,21,67,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,22218,6/16/2014,10,452,Won
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,1207,5/13/2014,5,452,Lost
Yak2,PROJECT,Eng/Eng,Distributor,Distribution,Distributor,No,1235589,4/29/2014,23,303,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,229459,7/28/2014,28,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,41319,9/8/2014,10,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,8212,2/19/2015,6,352,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,35621,3/11/2014,16,30,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Water & Waste Water Processing,Wastewater Processing,No,33010,2/10/2014,18,598,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,781639,1/12/2015,54,557,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,9340,12/23/2014,6,451,Won
Ox,INQUIRY,Std/Std,Unknown,Unknown,Unknown,No,10610,6/7/2014,6,81,Lost
Armadillo1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,35504,5/12/2015,16,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,67186,1/28/2014,22,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,23689,3/12/2014,12,528,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,10890,11/18/2014,11,30,Lost
Elephant,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,10027,1/20/2015,8,549,Lost
Yak2,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,111979,1/24/2014,22,557,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,32412,6/19/2014,12,352,Lost
Panther,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,21316,2/24/2015,14,30,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,29390,2/3/2014,12,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,9198,2/21/2015,6,30,Lost
Ox,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,4681,8/4/2014,7,549,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,38927,2/5/2014,8,452,Won
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,13875,7/7/2014,8,30,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,3860,5/20/2014,6,522,Won
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,77269,3/5/2015,20,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,13428,2/13/2015,9,154,Lost
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,31643,5/6/2014,15,416,Lost
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,40922,4/15/2014,40,250,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,90431,4/9/2014,42,452,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,20594,2/28/2015,11,529,Lost
Elephant,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,31524,5/28/2014,10,561,Lost
Armadillo1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,75911,5/18/2015,18,30,Lost
Horse,INQUIRY,Std/Std,OEM,Wood Products,Sawmilling and Planing,No,15762,8/25/2014,6,202,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,6216,8/1/2014,8,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,130997,1/23/2014,24,528,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,4109,4/16/2014,6,11,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,14348,7/11/2014,6,69,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,1345,7/31/2014,9,30,Won
Lion,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,17531,4/25/2014,7,696,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,73602,5/4/2014,20,352,Lost
Armadillo1,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,122100,3/7/2014,20,213,Won
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,22880,1/30/2015,16,452,Lost
Horse,INQUIRY,Std/Std,OEM,General Industrial,Other General Industrial,No,40336,8/5/2014,14,210,Lost
Moose,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,500587,6/28/2014,40,218,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,12637,1/15/2014,12,352,Won
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,18879,11/5/2014,15,452,Won
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,33189,6/20/2014,15,85,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,49325,3/11/2014,16,85,Lost
Moose,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,116550,9/12/2014,32,452,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,20735,1/31/2014,16,557,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,3580,1/9/2014,8,452,Lost
Wolf,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,21984,4/18/2015,12,213,Won
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,17051,1/22/2014,6,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,29415,5/27/2014,15,85,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,9732,3/19/2014,12,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,32027,10/16/2014,22,30,Lost
Panther,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,10999,6/11/2014,6,30,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,24366,10/21/2014,5,110,Lost
Gorilla,INQUIRY,Eng/Eng,OEM,HVAC & Refrigeration,HVAC,No,10006,1/30/2015,12,512,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1060,6/25/2014,5,352,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,21723,9/16/2014,24,452,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,64679,11/4/2014,10,213,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,38106,5/2/2014,9,543,Lost
Ox,PROJECT,Eng/Eng,OEM,Energy,Other,No,2874236,3/4/2014,21,240,Lost
Horse,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,3846,8/11/2014,5,452,Lost
Yak2,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,178599,7/17/2014,20,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,36567,9/12/2014,10,577,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,64152,8/20/2014,10,85,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,20258,3/28/2015,18,77,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,61036,2/12/2015,24,30,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,20215,11/8/2014,20,352,Lost
Horse,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,863,1/3/2014,5,2,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,78508,3/24/2014,17,397,Lost
Ox,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,9135,3/4/2015,6,2,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,19088,1/10/2014,13,352,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,52240,2/17/2014,10,352,Lost
Elephant,INQUIRY,Std/Std,OEM,HVAC & Refrigeration,Blower and Fans,No,9324,10/28/2014,6,483,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,42013,5/18/2015,9,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,25028,2/3/2015,14,544,Won
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,3219,6/24/2014,6,30,Won
Gorilla,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,No,12111,6/6/2014,16,549,Won
Rhino,PROJECT,Eng/Eng,OEM,General Industrial,Other General Industrial,No,220947,2/17/2014,20,83,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,31644,9/25/2014,9,577,Lost
Brown Bear,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,Yes,38581,5/16/2015,22,412,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,55461,1/29/2014,20,549,Won
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,3246,5/9/2014,6,92,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,57442,10/14/2014,14,85,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,33940,7/16/2014,12,316,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,126801,8/26/2014,14,110,Lost
Rhino,INQUIRY,Std/Std,Unknown,Unknown,Unknown,No,63270,2/4/2014,16,2,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,6660,5/7/2015,12,452,Lost
Moose,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,89910,1/13/2014,22,562,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,85371,11/19/2014,16,553,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,148216,8/21/2014,20,452,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,54390,1/3/2014,18,452,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,63616,7/8/2014,20,2,Won
Armadillo2,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,Yes,399750,3/19/2014,34,416,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Pumping / Fluid Handling Equipment,Yes,29795,9/26/2014,12,636,Lost
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,28171,3/10/2014,16,416,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,67448,2/25/2015,8,30,Lost
Armadillo1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,38369,6/19/2014,16,72,Lost
Bear,INQUIRY,Eng/Eng,OEM,Construction Machinery (non-Mining),Construction Machinery Manufacturing,No,6627,12/9/2014,6,645,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,12637,8/19/2014,12,352,Won
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,37000,4/9/2014,14,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,3957,6/18/2014,6,30,Won
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,64748,5/13/2014,20,452,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,2294,5/10/2014,12,110,Lost
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,1293,11/9/2014,5,30,Lost
Horse,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,11620,9/12/2014,11,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,16819,5/15/2015,14,452,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,36480,4/16/2014,20,549,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,42610,11/8/2014,11,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,25974,6/9/2014,8,30,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,12773,5/22/2014,12,528,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,5846,3/6/2014,16,687,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,22941,1/28/2015,5,351,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,12770,11/1/2014,12,452,Lost
Ox,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,65493,11/15/2014,10,2,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,503,4/21/2014,5,452,Lost
Bear,INQUIRY,Eng/Eng,IC / End User,Cement & Aggregates,Cement Manufacturing,No,13273,2/11/2014,4.2,103,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,51825,2/7/2015,18,30,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,8063,1/20/2015,9,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,10206,1/24/2015,6,352,Lost
Horse,INQUIRY,Std/Std,OEM,Construction Machinery (non-Mining),Construction Machinery Manufacturing,No,4797,3/17/2015,6,645,Won
Panther,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,184388,7/29/2014,28,85,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,45078,1/26/2015,12,67,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,5545,7/3/2014,12,452,Lost
Gorilla,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,15270,11/22/2014,14,550,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,26640,3/9/2015,10,75,Lost
Badger,INQUIRY,Eng/Eng,Export House,General Industrial,Other General Industrial,Yes,63651,2/14/2015,24,473,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,60766,3/4/2014,24,30,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,25627,8/15/2014,14,2,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,16728,9/12/2014,12,30,Lost
Elephant,INQUIRY,Std/Std,IC / End User,Cement & Aggregates,Cement Manufacturing,Yes,23310,1/7/2015,12,652,Lost
Horse,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,5429,2/26/2015,6,352,Lost
Elephant,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,33706,3/10/2015,8,2,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,9640,4/25/2014,8,30,Won
Rhino,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,Yes,280362,3/25/2014,20,238,Won
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,9840,5/5/2014,8,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,5195,4/1/2015,5,452,Won
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,9314,4/20/2015,6,69,Lost
Elephant,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,5922,4/3/2015,6,445,Lost
Ox,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,6537,12/15/2014,6,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,4383,4/16/2014,6,11,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,6061,9/20/2014,12,452,Won
Armadillo1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,80622,8/2/2014,17,2,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Energy,Other,No,20056,11/4/2014,11,289,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,26405,2/6/2015,20,352,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,15758,9/10/2014,14,352,Lost
Panther,INQUIRY,Eng/Eng,OEM,Cement & Aggregates,Construction Machinery Manufacturing,No,2097,1/28/2014,14,605,Won
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,11500,11/8/2014,11,2,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,64043,4/19/2014,14,67,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,24864,4/11/2014,10,394,Won
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,12202,4/8/2015,14,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,16927,4/13/2015,9,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,7382,1/17/2014,8,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,15787,2/28/2015,6,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,3108,11/18/2014,6,452,Lost
Yak1,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,No,72150,1/8/2014,18,557,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,201559,9/15/2014,28,30,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,41319,7/10/2014,8,55,Won
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,47973,2/12/2015,18,2,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,14796,10/23/2014,20,528,Won
Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,62,1/6/2014,6,509,Lost
Brown Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,29970,1/21/2014,16,451,Won
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,8212,2/2/2015,6,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,13936,6/16/2014,7,436,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,8719,12/18/2014,11,352,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,18201,12/12/2014,20,154,Lost
Moose,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,261560,2/20/2014,36,352,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,63336,12/18/2014,16,653,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,6512,3/4/2014,6,590,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,22476,1/17/2015,12,352,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,570,2/24/2015,5,452,Lost
Gorilla,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,66663,4/18/2015,16,2,Won
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,27228,4/9/2014,14,352,Lost
Armadillo1,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,111237,5/9/2014,22,213,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,4232,5/27/2015,6,452,Won
Rhino,INQUIRY,Std/Std,Export House,General Industrial,Other General Industrial,No,94905,7/15/2014,16,326,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,26803,3/30/2015,8,452,Lost
Ox,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,10540,4/9/2014,6,2,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,6882,1/2/2015,8,352,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,41303,12/27/2014,8,452,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,48840,11/24/2014,18,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,10415,2/21/2015,14,70,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,27342,1/29/2014,22,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,31531,5/4/2015,8,67,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,157880,3/30/2015,15,30,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,82246,4/14/2014,18,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,29286,3/12/2015,24,528,Lost
Rhino,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,No,55500,7/8/2014,14,561,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,18256,4/29/2014,20,452,Won
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,31258,8/23/2014,18,2,Lost
Ox,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,41847,10/13/2014,9,210,Won
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,27492,12/8/2014,8,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,11097,12/9/2014,7,69,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,28305,7/31/2014,13,30,Won
Armadillo1,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,164280,10/7/2014,28,2,Lost
Bear,INQUIRY,Eng/Eng,OEM,Agriculture & Farm,Farming Machinery & Equipment,No,5729,4/9/2015,6,476,Lost
Rhino,INQUIRY,Std/Std,Unknown,Unknown,Unknown,No,87642,9/5/2014,17,681,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,51381,2/28/2014,15,451,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,17884,1/27/2014,10,543,Won
Armadillo1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,37740,11/5/2014,16,300,Lost
Armadillo1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,586002,3/26/2014,30,567,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,22273,1/23/2015,12,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,9526,12/15/2014,8,577,Lost
Moose,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,93295,8/1/2014,28,562,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,11808,3/18/2014,11,452,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,25485,3/20/2015,18,452,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,29774,11/11/2014,18,30,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,9990,2/10/2014,8,452,Lost
Panther,INQUIRY,Eng/Eng,OEM,Energy,Compressors - Reciprocating,No,10652,1/21/2015,10,671,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,1994633,4/10/2014,30,562,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Pulp & Paper,Pulp and Paper Production,No,34767,2/3/2014,16,349,Won
Gorilla,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,58923,4/18/2014,16,2,Lost
Horse,INQUIRY,Std/Std,OEM,General Industrial,Other General Industrial,No,12524,4/17/2014,6,634,Won
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,31163,10/28/2014,14,30,Won
Moose,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,Yes,57030,5/30/2014,21,431,Lost
Armadillo1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,22200,5/15/2014,18,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,8880,8/21/2014,8,352,Lost
Ox,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,No,13320,9/3/2014,10,557,Lost
Armadillo1,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,106893,12/30/2014,18,2,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,19125,10/9/2014,11,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,25467,3/14/2014,22,452,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,109907,2/28/2014,18,543,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,95968,7/19/2014,22,528,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,174687,4/30/2014,16,153,Won
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,54390,10/10/2014,12,85,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,9947,2/13/2014,11,452,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,11324,6/13/2014,8,452,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,26649,9/20/2014,13,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,7381,2/2/2015,6,30,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,7659,9/4/2014,8,154,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,14430,9/10/2014,6,452,Won
Armadillo1,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,81030,3/5/2014,18,2,Lost
